,ig_page,ig_post_date,ig_content,ig_like_cnt,ig_comment_cnt,ig_extract_date
3,hsbc_hk,2 days ago,"
                        【PayMe 消費券優惠攻略第二彈：美食篇 😋】
第二輪消費券又到手，準備好食好嘢未？🤤 今期我哋又準備咗一系列美食優惠，享高達港幣53元折扣同低至7折！無論係和牛燒肉🥩定係日式輕食🍣，高質中菜🍲抑或醒神咖啡☕️，通通有賞！😋

即刻碌去左邊睇晒所有優惠啦！無用 PayMe 拎消費券？唔緊要，只要用 PayMe 消費都可以享用優惠！
 
1️⃣ @yakinikulikehk ：惠顧滿港幣120元或以上，即獲港幣20元折扣優惠券
2️⃣ @starbuckshk ：惠顧滿港幣99元或以上，即減港幣30元；另外用 PayMe 於門市增值 Starbucks 會員帳號滿港幣300元，送中杯裝手調飲品兌換券一張
3️⃣ @uoshow ：惠顧任何金額，即獲港幣 3 元折扣優惠券
4️⃣ @maximschinese ：享低至 7 折
 
無用 PayMe 拎消費券？唔緊要，只要用 PayMe 消費都可以享用優惠！🤩

立即下載PayMe慳多啲！
iOS: https://grp.hsbc/6187y9Or9
Android: : https://grp.hsbc/6188y9Ori

即去 PayMe App「探索」主頁了解更多詳情。
 #滙豐  #消費券  #PayMe消費券

優惠須受條款及細則約束。此優惠適用於身處香港人士。
儲值支付工具牌照編號：SVFB002

【PayMe’s voucher guide round 2: Tasty food deals 😋】
Sate your cravings with the second round of your consumption voucher! 🤤 From the finest grilled wagyu 🥩 and light Japanese meal 🍣, to sumptuous Chinese cuisine 🍲 and morning coffee ☕️ – check out our list of delicious food deals worth up to HKD 53 and 30% off! 😋

Swipe left to see a delicious selection of our food deals. Decided not to receive your voucher with PayMe? Don’t worry, these offers are for all PayMe users!
 
1️⃣ @yakinikulikehk : Get an HKD 20 discount voucher when you spend HKD 120 or more
2️⃣ @starbuckshk : HKD 30 off when you spend HKD 99 or more; or get a free tall drink when you reload your Starbucks membership account with HKD 300 and pay with PayMe in store
3️⃣ @uoshow : Get an HKD 3 discount voucher when you make a purchase of any amount
4️⃣ @maximschinese : Get up to 30% off

Decided not to receive your consumption voucher with PayMe? Don’t worry, these offers are for all PayMe users! 🤩

Download PayMe now and save more!
iOS: https://grp.hsbc/6187y9Or9
Android: : https://grp.hsbc/6188y9Ori

Check out the Discover tab in PayMe for full details of each offer.

 #HSBC  #HSBCHK  #PayMeHK  #2022PhaseIIConsumptionVoucherScheme  #RewardsforAll

This offer is intended for persons in Hong Kong. Terms and conditions apply.
SVF license no: SVFB002 
                    ",72        ,0        ,20221003
4,hsbc_hk,3 days ago,"
                        【滙豐 Mobile Banking X 數碼科技 X 音樂🎵】
邊個話Banking 同音樂拉唔上關係？

既然音樂應該係無界限，滙豐除咗將科技放喺Mobile Banking, 更將佢融入音樂, 呈現喺大家眼前 👀 ! 今次仲特別聯乘兩位有個性嘅本地人氣歌手 🎤 ，到底佢哋同滙豐 Mobile Banking有咩搞作❓即刻留言你嘅答案💬，10月3日同你揭曉🤞🏻

（提提你：HSBC HK App📱用戶有著數呀，快啲Download定啦！ ）

 #HSBC  #HSBCMobileBanking  #全民Logon  #HSBCHKApp

【HSBC Mobile Banking x Digital x Music🎵】
Who says banking and music don’t mix well❓

Music has no boundaries, so why should we? This time, HSBC is expanding our technological advancement into music, offering a trail-blazing experience for music fans citywide together with two Cantopop stars 🌟. What will they and HSBC Mobile Banking bring to the table❓Leave your guesses in the comments💬, and stay with us for the big reveal on 3 October.

(Friendly reminder: Go download your HSBC HK App to get surprise soon!) 
                    ",389        ,39        ,20221003
5,hsbc_hk,3 days ago,"
                        【免佣免平台費 嬴在投資起跑線💨｜滙豐「調教少年股神」】
開Sem後又要chur group project 💣、又要chur essay💣，仲邊有時間研究點增值財富🤯？咁就要把握時機，賺盡滙豐One優惠，仲可以開展投資之旅💪🏻！

有滙豐Trade25*，告別投資A0就好easy～Trade25專為18-25歲嘅你而設，每月只需25港元，就可以$0佣$0平台費買賣港股、美股同中國A股🥳，仲可以喺Trade25學院升級股票投資知識。而家只要加入Trade25並完成一次股票交易，就可享高達450港元獎賞💰。

加埋滙豐One開戶優惠總共可享高達850港元獎賞，即刻入去了解更多：hsbc.com.hk/youthoffer

投資涉及風險。優惠須受條款及細則約束和適用於身處香港人士。
*只限18至25歲並持有投資戶口的客戶。受細則約束。$0佣適用於每月累計交易量首250,000港元

 #滙豐One  #調教少年股神  #理財要爆四  #滙豐Trade25  #後生仔優惠 

【Win at the investment starting line with $0 commission and platform fees💨 | Stock pro in the making】
Got no time to figure out how to grow your wealth with rushing through group projects and essays💣 as the semester starts🤯? Seize the chance to catch the HSBC One offers and embark on your investment journey now💪🏻!

Saying goodbye to “Wealth A0” is a piece of cake with HSBC Trade25*~ Catered to youngsters aged 18-25, you can enjoy trading in HK, US and China A stock markets with $0 commission and $0 platform fees for just HKD25 a month🥳 as well as exploring Trade25 Academy and get to know your way around stock trading. What’s more? You can also earn HKD450 cash rewards when you join Trade25 and make a stock transaction💰!

Earning up to HKD850 cash rewards at most together with the HSBC One account opening offer! 
Click here for more offers: hsbc.com.hk/youthoffer

Investment involves risks. Terms and conditions apply. The promotion is intended for persons in Hong Kong. 
*You must be aged 18 to 25 and hold an HSBC investment account. Conditions apply. $0 commission trading is applicable to the first HKD250,000 trading volume per month. 

 #HSBCOne  #StockProInTheMaking  #MasterYourFinances  #HSBCTrade25  #YouthOffers 
                    ",41        ,0        ,20221003
6,hsbc_hk,4 days ago,"
                        【未響警號🚨就諗住遲啲先？無論身體健康定財政健康都唔好再拖喇！一齊為咗財政健康，戰勝拖延症！💪🏻】
香港人出名夠晒忙，工作已經佔咗大部分時間，有得抖都可能玩咗先！檢查身體同檢視財務狀況好多時都拖得就拖，因而錯失好多黃金機會！ 🏋🏻‍ 其實財政健康同身體健康一樣重要，唔好以為財政健康只係要月月找清卡數，更重要係養成良好嘅理財習慣同精明嘅理財態度。

第一步先做個FinFit測試，睇吓自己財政健康狀況，香港人嘅平均FinFit得分係65分*！你又有幾多分？「驗身」完畢，更會得到提升理財健康嘅專業貼士，助你早日達成理財目標，過理想嘅生活！
http://grp.hsbc/Finfit-ig2aug-TestTC
 
*根據最新滙豐FinFit調查
 #身體要Fit理財要FinFit  #滙豐  #滙豐FinFit

【The alarm 🚨 hasn’t gone off and you’re thinking of delaying? Stop putting off and be physically and financially healthy 💪🏻!】
Hong Kong people are always busy with work taking up most of our time. And even when we have time, we may rather spend at entertainment than checking our physical and financial health, which could result in missing golden opportunities! 🏋🏻‍Indeed, financial health is just as important as physical health! Financially healthy is not only about paying your credit card payment in full every month, it’s also about developing good financial habits and a smart financial attitude.

Make your first step by taking the FinFit test to see how healthy your finances are. The average score of Hong Kongers is 65*, what’s yours? After the “health check”, you will also receive professional tips to improve your financial health to help you achieve your financial goals and live your ideal life sooner! 
http://grp.hsbc/Finfit-fb2aug-TestEN

*According to the latest FinFit Study
 #StayHealthyStayFinFit   #HSBC  #HSBCFinFit 
                    ",38        ,0        ,20221003
7,hsbc_hk,5 days ago,"
                         #睇片贏獎品【國泰航空／滙豐香港國際七人欖球賽有獎問答遊戲，贏取現場觀賽機會📣】
萬眾曯目嘅滙豐／國泰航空香港國際七人欖球賽終於喺11月強勢回歸！ 🎉即刻睇香港欖球代表隊係The Sandbox元宇宙嘅比賽片段，贏取門票！🙌🏻

睇完片後，用emoji形容一下你對呢場元宇宙比賽嘅興奮心情，就有機會得到兩套三日賽事門票，同你嘅BFF一齊感受比賽氣氛，為港隊打氣！🥳

🎁遊戲獎品：兩套三日賽事門票（共五份）
📌遊戲玩法：
1. Follow滙豐香港 Instagram 
2. 喺呢個Post留言，再tag兩位親朋好友
3. HSBC 會以隨機抽獎形式抽出5位朋友，每位將獲得獎品一份 (價值港幣3,900元）

遊戲日期：2022年9月28日至10月5日晚上11時59分
得獎名單公布日期：2022年10月10日於此帖文公佈，並有專人聯絡領獎方法
遊戲條款及細則：https://grp.hsbc/6001MZz5F 
 
優惠受條款及細則約束。此優惠適用於身處香港人士。

 #滙豐  #TheSandBox   #香港國際七人欖球賽  #欖球  #有獎遊戲

 #WatchandWin【Cathay Pacific/HSBC Hong Kong Sevens Tickets Giveaway: Your Chance to Cheer for the Local Team🥰】
The much-anticipated HSBC/Cathay Pacific Hong Kong Sevens will finally make a comeback this November! Here’s your chance to WIN a pair of weekend tickets for the Hong Kong Sevens. Simply play the clip below and *using only emojis* share your excitement about our latest venture into the Sandbox. 

5 winners with be randomly drawn and given the chance to attend the event in person and cheer for the Hong Kong team🥳. 

🎁Prize: Two weekend tickets to the Hong Kong Sevens (5 winners)    
📌To Enter:
1. Follow the HSBC HK Instagram
2. Share your excitement in the comment box below – using emojis only and tag 2 friends
3. HSBC will randomly draw 5 lucky winners, each will win the prize (Value: HKD 3,900)

Duration: 28 Sep – 5 Oct 2022 (11:59pm) 
Winners will be announced on 10 October 2022 under this post, and will be contacted shortly for prize redemption.
T&C: https://grp.hsbc/6008MZzgj 
Terms and conditions apply. This offer is intended for persons in Hong Kong.

 #HSBC  #Giveaway  #HongKongSevens  #TheSandbox  #Rugby 
                    ",388        ,408        ,20221003
8,hsbc_hk,6 days ago,"
                        【9月30日限定！於惠康及特色超市 鬥快買鬥快賺港幣100元優惠券 🛒🤑】
召集各位慳家 Meow 粉！準備9月30號去惠康、Market Place、Market Place by Jasons、3hreesixty 、 Oliver's The Delicatessen 同 Jasons ichiba 門市掃貨，用 PayMe 畀錢賺盡激賞大放「餸」優惠！📣

9月30號朝早8點正開始，首5,000名用 PayMe 惠顧任何金額嘅用戶，即賺港幣100元折扣優惠券；下次惠顧滿港幣100元或以上即自動扣減。
記得 mark 實日子，校定鬧鐘去掃貨賺優惠券啦！🤩

即去 PayMe 網站「最新動態」了解更多優惠詳情。

 #滙豐  #超市都收PayMe㗎  #PayMe獎賞
 
•  每位客戶最多可獲取一張優惠券。
•  優惠券於2022年10月28日23:59到期。
•  先到先得，送完即止。

此優惠適用於身處香港人士。須受條款及細則約束。
儲值支付工具牌照編號：SVFB002

【30 September one day only! Act fast and earn HKD 100 voucher at Wellcome and more specialty supermarkets! 🛒🤑】
Calling all smart PayMe shoppers! Get ready to shop on 30 September and pay with PayMe at Wellcome, Market Place, Market Place by Jasons, 3hreesixty, Oliver's The Delicatessen and Jasons ichiba stores for a super deal! 📣 

The first 5,000 customers can get an HKD 100 discount voucher when you make any purchase from 8am on 30 September with PayMe. The voucher will be automatically applied on your next purchase of HKD 100 or more. 
So set your alarm and get ready to snap up a great deal! 🤩

Check out the 'What's new' page on the PayMe website for full details. 
 
 #HSBC  #HSBCHK  #PayMeHK  #PayMeAtSupermarkets  #PayMeRewards 

•  Each customer is entitled to one voucher only.
•  Discount vouchers expire 28 October 2022 at 23:59.
•  First-come first-served, while stock lasts.

This offer is intended for persons in Hong Kong. Terms and conditions apply.
SVF license no: SVFB002 
                    ",263        ,1        ,20221003
9,hsbc_hk,1 week ago,"
                        剩餘嘅食材要點樣處理？今個月，滙豐呈獻 @oneplanetplateglobal  將重點推廣唔浪費食物嘅重要性。滙豐銀行慈善基金支持惜食堂嘅食物回收及食物援助計劃，透過回收嘅食物製作膳食，並回饋我哋嘅社區。如果你想知多啲，可以到 @foodangel_hk_official  

What do you do with leftover ingredients? This month @oneplanetplateglobal  presented by HSBC is focused on educating the importance of wasting no food. The Hongkong Bank Foundation supports @foodangel_hk_official , a food rescue and food assistance programme that makes use of rescued food ingredients for producing meals to serve the Hong Kong community. 
                    ",78        ,1        ,20221003
10,hsbc_hk,1 week ago,"
                        【🦁 #滙豐理財世一大考 有獎問答遊戲 第二彈】
香港2022年五月通脹率係幾多？
A) 0 %
B) 1.2%
C) 100%
D) 1000%

有獎遊戲玩法：
1. 讚好並成為滙豐香港Instagram專頁粉絲
2. 留言問題嘅正確答案，再tag三位親朋好友及分享如何抗通脹
3. HSBC會以隨機抽獎形式抽出5位朋友，每位將獲得 Oculus Quest 2 虛擬實境器 128GB 一份，價值港幣3,388元

小編示範先！🤩
答案係 Z，我係滙豐投資嚟抗通脹！＠小滙 ＠小豐 ＠小獅子 你哋呢？🫵🏻

遊戲日期：2022年9月25日至9月29日晚上11時59分
得獎名單公佈日期：2022年10月2日於此帖文公佈，並有專人聯絡領獎方法
遊戲條款及細則：https://grp.hsbc/6179MprWl

投資涉及風險。
優惠受條款及細則約束。此優惠適用於身處香港人士。

 #滙豐  #滙豐理財世一學堂

【🦁  #HSBCWealthAcademyExam Giveaway No.2】
What is Hong Kong’s inflation rate for May, 2022?
A) 0 %
B) 1.2%
C) 100%
D) 1000%

How to play:
1. Follow the HSBC Instagram page
2. Leave in the Comment section the correct answer to the question, and tag three friends and share your best way to fight inflation
3. HSBC will randomly draw 5 lucky winners, who will each receive one Oculus Quest 2 VR 128GB (worth HKD3,388)

Siu Pin will go first! 🤩
The correct answer is Z! I fight inflation by investing at HSBC! @ FriendA @ FriendB @ FriendC How about you?🫵🏻

Promotion period: 25 Sept - 29 Sept 2022 11:59pm
Winner announcement date: On 2 Oct 2022 on this post; we will also get in touch with the winners individually for prize collection arrangements
T&C: https://grp.hsbc/6170MprWm

Investment involves risks.
Terms and conditions apply. This offer is intended for persons in Hong Kong.

 #HSBC  #HSBCWealthAcademy 
                    ",750        ,1055        ,20221003
11,hsbc_hk,1 week ago,"
                        【生命滿希望，錢路由我創！】
 阿媽教落，份糧要分三部分，衣食一份，住行一份，儲錢一份！但係今時今日呢個年代，真係冇乜可能！🥹
 
現今財務策劃*應該分為五大部分，正當你話：『嘩，邊有咁多錢呀！』嘅時候，其實有啲嘢你已經唔經唔覺做緊㗎喇！

一個正常打工仔會將人工用嚟 1️⃣ 滿足當前需要，然後如果手頭鬆就會預留少少（真係好少）去未來 2️⃣ 投資^或 3️⃣ 儲蓄。但係其實仲有 4️⃣自己同家庭保障同 5️⃣退休生活要plan㗎！
 
當你仲煩惱緊4️⃣ 同 5️⃣ 時，可以睇睇你間公司係咪已經為有醫療／人壽保險。同埋喺香港打工，公司一定要幫你供MPF㗎！雖然夠唔夠用係一件事，但係其實已經做緊，自己可以睇需要額外add-on供款。
 
咁樣聽完之後，係咪覺得財務策劃唔係真係咁離地呢？少有少plan，多有多plan，豐儉由人。所以生命滿希望，錢路由我創係真㗎！
 
想知多啲，可以睇  #投委會 網站：https://grp.hsbc/6006Mryn2

香港上海滙豐銀行有限公司並不對任何外界網站的內容負責。如閣下查看任何第三方網站或使用該網站的任何訊息或功能，即已同意下列條款：
https://grp.hsbc/6003MryXT
 
^投資涉及風險
 
 #滙豐  #滙豐理財世一學堂

【Life is full of hope, let's start planning your financial path!】
The last generation has shared their financial wisdom that we should always split our income in three ways, 1) everyday expenses, 2) housing, 3) saving. That's great for their generation, but for now, it doesn't apply anymore!

Nowadays, we should split our financial planning* pie into five pieces. Hear me out before you say ""I don't have this kind of money!"" 

We usually split our income into 1️⃣ fulfill everyday expenses, 2️⃣ investment^ or 3️⃣ savings. There is also 4️⃣ protection for yourself and your family and  5️⃣ retirement plans that you have to think ahead!

You might be surprised that you have already allocated money for  4️⃣ and  5️⃣ without knowing! Many companies have medical or life insurance coverage, and if you work in Hong Kong, your company is liable to pay its share of MPF contributions. 

Whether or not this is enough for the future, you're already halfway there in your planning and can adjust accordingly with additional add-on payments.

After seeing it map out this way, do you feel you're one step closer to financial planning? Life is full of hope. Let's start planning your financial path!

For more, please visit the  #IFEC 's website:
https://grp.hsbc/6005Mr1qN

HSBC is not responsible for any content on any third-party site. By viewing any third-party site or using any information or functions of that site, you are deemed to acknowledge that you agree to our Terms and Conditions: https://grp.hsbc/6000Mr1Sj

^Investment involves risks

 #HSBC  #HSBCWealthAcademy 
                    ",46        ,2        ,20221003
0,citihongkong,11 hours ago,"
                        【消費券入手，想用得更抵有咩計？🤩】

新一期電子消費券入手喇！無論您想用嚟食番餐好🍽️😋 ﹑換季買新衫👚👖 ﹑買新電話📱定係upgrade傢電🛋️💻，都要使得精明！想知道用消費券有咩要注意？點樣可以一路消費一路賺💳？即刻click入嚟  citibank.hk/cvs4  參考吓啦！

借定唔借？還得到先好借！ 
                    ",10        ,0        ,20221003
1,citihongkong,3 days ago,"
                        多謝大家咁踴躍一齊參與較早前嘅【Citi Hong Kong中秋「賞月🌝有賞」有獎遊戲 🌕數金幣贏至潮耳機🎧】，恭喜以下4位得獎者，每位可獲得至潮耳機一份。快啲睇下您或者您朋友有無份啦，記住Tag返佢話佢知呀。得獎者記住喺2022年10月14日前inbox我哋確認得獎者資格，我哋會稍後通知得獎者有關領獎安排。再一次多謝咁多位參加者嘅分享同支持，希望大家繼續留意住我哋Facebook，會有更多精彩嘅禮遇預備送畀您！ 

【Citi Hong Kong中秋「賞月🌝有賞」有獎遊戲 🌕數金幣贏至潮耳機🎧】得獎名單 – 
推廣活動日期由2022年9月6日至9月12日

1.  puipui0430
2.  kenz_koo
3.  yanyanyanyan123
4.  hannahliu1225

條款及細則：citibank.hk/citihkgame4a 
                    ",16        ,0        ,20221003
2,citihongkong,5 days ago,"
                        多謝大家咁踴躍一齊參與較早前嘅【Citi Plus®客戶限定：至Smart理財攻略有獎遊戲💰贏走HK$500購物禮券】，恭喜以下5位得獎者，每位可獲得 HK$500崇光購物禮券一份。快啲睇下您或者您朋友有無份中獎啦，記住Tag 返佢話佢知呀。得獎者記得喺2022年9月28日至10月7日 inbox我哋確認得獎者資格，我哋會稍後通知得獎者有關領獎安排。再一次多謝咁多位參加者嘅支持，希望大家繼續留意住我哋 Instagram，會有更多精彩嘅禮遇預備送畀您！
 
【Citi Plus®客戶限定：至Smart理財攻略有獎遊戲💰贏走HK$500購物禮券】得獎名單 - 推廣活動日期由 2022年8月26日至9月16日

1.  nyanyanenet
2.  simonhkc
3.  rosannauis
4.  zaclement
5.  siszeeee

條款細則: citibank.hk/hysa4b 
                    ",13        ,1        ,20221003
3,citihongkong,6 days ago,"
                        【「0+3」報復式旅行倒數喇！🗺️】

想返「鄉下」好耐？Plan旅行最緊要嘅三件事🤩：
✔️訂機票✈️！
✔️訂酒店🛏️！
✔️仲有要喺Citi Mobile® App啟動Citibank Global Wallet！

做齊晒您就可以帶埋行李喼🧳同張Debit Card💳 行得㗎啦！

受條款及細則約束。 
                    ",20        ,0        ,20221003
4,citihongkong,1 week ago,"
                        【日本「開關」 加上香港「0+3」新措施🎉！要入定啲Yen準備「返鄉下」喇 ✈️！】

日本將會喺10月11日恢復免簽證自由行🇯🇵🧳，再加上香港嘅新入境檢疫「0+3」安排，唱定「彈藥」為「回鄉」做足準備🍣🛍️ ！不過您可能會好奇：日圓匯價會唔會再跌？跌嘅背後又喺咩原因呢？究竟幾時先係唱YEN嘅黃金時機🤔？睇啱心水匯價想快人一步入手外幣💶💷 但又唔想落銀行或者找換店，又可以點做？即刻上 citibank.hk/yen4 了解多啲啦！

外幣買賣及投資涉及風險。 
                    ",15        ,0        ,20221003
5,citihongkong,2 weeks ago,"
                        【「資」己知彼-基金篇：後生嘅您想以投資實現目標？ 🎯 即睇Citi 年輕投資者大數據系列】

香港咩都貴洗費又高💸，政府數據顯示，香港 25歲以下嘅後生仔每月平均收入大概係HK$14,000^，應該夠應付日常開支，但未必有閒錢入手心頭好慰勞自己😣 要實現自己嘅夢想，就要參考吓Citi年輕投資者嘅投資數據啦❗️

您以為後生就一定係少資本兼少投資？據統計，Citi有近半嘅年輕投資者都會選擇多元化投資，而佢哋喺2022年上半年平均投資總額，就已經可以食超過6️⃣千個兩餸飯 🍱同睇超過300年串流影音平台 🖥！
想知Citi嘅年輕投資者有咩投資攻略？ 咁要即刻 click 入嚟 citibank.hk/prmu4a 了解多啲啦！記得開埋Citi Plus®戶口，開始您嘅投資第一步，再用Citi Plus投資playlist ，一個 app 有齊股票、基金、外幣等唔同投資選擇，買賣前後唔使將啲錢轉嚟轉去，幫您輕鬆跑贏時間！而家開Citi Plus 戶口，仲有好多優惠獎賞，立即撳埋 citibank.hk/citiplus4j 申請，同我哋一齊Chill 住賺更+多🕶✨！

優惠受條款及細則約束。
投資涉及風險。

資料來源：
以上數據來自Citi於2022年1月至6月Citi Priority, Citibanking同 Citi Plus客戶嘅投資總額 
Citi 年輕投資者定義為18-25歲嘅客戶。

^政府統計處第二季「綜合住戶統計調查按季統計報告」之15-24歲每月就業收入中位數

 #CitiPlus  #CitiHongKong 
                    ",15        ,0        ,20221003
6,citihongkong,2 weeks ago,"
                        【Citi Plus®客戶專享🎁KKday網上消費12%回贈💰 隨時day day變holiday😎齊齊玩住賺更+多！】

中秋放得一日假，梗係唔夠喉！Citi 幫您自製假期，繼續enjoy！由即日起至9月30日，只要用Citi Plus Mastercard扣賬卡或信用卡，到KKday手機應用程式或網頁訂購任何產品，無論買主題樂園門票、食好嘢，或者去酒店staycation做spa定glamping⋯⋯統統都有12%回贈，真正畀您玩住賺更+多！即刻為自己編排一個最relaxing嘅假期，隨時邊玩邊賺！

仲未有Citi Plus戶口同信用卡？快啲撳呢條link一次過申請，享總值超過HK$10,000迎新獎賞啦： citibank.hk/citiplus4i

優惠受條款及細則約束。
借定唔借？還得到先好借 

 #CitiPlus  #CitiHongKong 
                    ",28        ,0        ,20221003
7,citihongkong,3 weeks ago,"
                        【咪畀戶口變傀儡 誤墮洗黑錢陷阱】

打開社交媒體平台，有陌生人聲稱只要您用佢哋畀嘅文件喺銀行開個戶口；又或者喺二手買賣平台，有網店店主要求您借個儲值支付工具畀佢哋做網購收錢，就可以輕鬆賺過萬蚊報酬？

呢啲其實都係騙徒利誘想搵快錢嘅市民，幫佢哋開傀儡銀口戶口，再存入騙案得返嚟嘅黑錢，又或者直接經儲值支付工具收取黑錢，再經其他傀儡戶口將啲黑錢轉嚟轉去，進行洗黑錢活動。

為免誤墮洗黑錢陷阱，切勿外借、出售銀行戶口或者儲值支付工具戶口，以協助他人處理來歷不明嘅資金。干犯清洗黑錢罪行最高可被判罰款港幣500萬及入獄14年，切勿以身試法！

如有任何懷疑，立即聯絡所屬銀行同埋警方查詢。了解多啲防騙貼士︰ citibank.com.hk/security4。

便宜莫貪 勿賣Account

[Don’t Contribute “Stooge Accounts” in Money Laundering Scams]

Strangers on social media platforms ask for opening bank account in your name with supporting documents provided, or online shop owners from secondhand trade platforms ask for borrowing your stored value facilities account to collect online trade payment, and you get in return over HK$10,000 in such effortless way?

These are actually tactics from scammers to lure people looking for quick money into opening “stooge accounts” to receive criminal proceedings or to receive directly fraudulent payments through victims’ stored value facilities. They will then launder illegal proceedings through multiple transfers among stooge accounts.

Lending or selling your bank accounts or stored value facilities to others and assisting anyone in handling funds with suspicious origin may expose yourselves to the risk of committing money laundering offences of which the maximum penalty is imprisonment for 14 years and a fine of HK$5 million.

If you suspect that you have fallen victim to a scam, please contact the related bank and police immediately. Find out more fraud prevention tips at citibank.com.hk/security4

Don't be tempted by quick money. Don't sell your account. 
                    ",11        ,0        ,20221003
8,citihongkong,3 weeks ago,"
                        【Citi Hong Kong中秋「賞月🌝有賞」有獎遊戲 🌕數金幣贏至潮耳機🎧】

就快到中秋佳節，點少得嘆住月餅🥮咁賞月🌕？

為迎接一連三日假期兼中秋賞月夜，Citi Hong Kong同大家訓練好眼力👀！即玩呢個「賞月」小遊戲，就有機會贏走至潮耳機🎧！

參加遊戲方法：
1. 追蹤 @citihongkong  專頁同讚好呢個post
2. 立即睇片，留意問題：8張卡牌中總共有幾個「圓月金幣」 ？
3. 留言位置話我哋知正確答案，再tag 2位朋友一齊玩

完成晒以上步驟，即可參加抽獎，有機會贏走至潮耳機🎧（名額共8位）！
活動日期：即日起至9月12日23：59

公佈得獎者名單：9月30日或之前
活動條款及細則請參閱：citibank.hk/citihkgame4b 
                    ",277        ,316        ,20221003
9,citihongkong,4 weeks ago,"
                        【您plan咗幾時飛未✈️？用外幣消費，賞您高達4%外幣簽賬回贈🎁】

個個都講緊3+4，您仲未plan咩？只要您計劃得好，隨時都可以邊慳邊賺😎！講緊嘅係用Citibank Global Wallet唱定外幣同海外消費！首先透過Citi Mobile® App set定外幣交易限價單鎖定心水靚價，到價自動幫您唱！再用Citibank Global Wallet海外消費隨時碌Citibank Mastercard®扣賬卡，直接喺扣外幣戶口，$0 Citi手續費，幫您慳一筆！

仲有得賺！由即日至2022年9月30日，用Citibank Global Wallet進行海外簽賬🛍️或以外幣於網上購物🛒，享高達4%現金回贈🎁！快啲撳入去Citi Mobile® App📱Get More登記！限時優惠名額有限，先到先得，詳情：citibank.hk/globalwallet4a

💡提提您：網購前記得喺Citi Mobile® App啟動「網上購物」功能😉開埋推送通知功能，畀您第一時間收到最新消息同著數！

未係Citi客戶？
💰 Citi Plus®夏日Level Up！開立Citi Plus兼出Citi Plus信用卡享七重賞，激賺超過HK$10,000獎賞，即上citibank.hk/citiplus4n 申請
💰 開立Citigold可享高達HK$38,000現金回贈，即上 citibank.hk/citiwealth4z 申請

外幣買賣及投資涉及風險，匯率可升可跌。受條款及細則約束。
設計圖片只供參考 
                    ",33        ,1        ,20221003
10,citihongkong,1 month ago,"
                        【Citi Plus®客戶限定：至Smart理財攻略有獎遊戲💰贏走HK$500購物禮券】

打機有攻略，理財一樣都有！想加快步伐賺到更多利息?咁就要睇吓點做先至夠醒夠精明啦！

而家只要您係Citi Plus®客戶，一開戶已經有0.3%儲蓄年利率，再透過Citi利息Booster完成4個日常任務👉「入錢」、 「儲錢」、「投資、唱外幣或買保險」、「碌卡買嘢」，即可解鎖利率賺更多利息🌟，玩埋以下遊戲仲有機會贏得HK$500崇光購物禮券🎁！ 

參加方法： 
1.	追蹤 @citihongkong 專頁同讚好呢個post
2.	立即睇片，留意問題「片中提到完成5個任務，加加埋埋賺到最高年利率有幾多？」
3.	留言位置話我哋知正確答案，再tag 2位朋友一齊玩
4.	推廣期內完成片中提到5個任務其中一項，利用Citi Plus戶口「入錢」、 「儲錢」、「投資、唱外幣或買保險」或「碌卡買嘢」

完成晒以上步驟，就可以參加抽獎，有機會贏走HK$500崇光購物禮券(名額共20位)！ 

活動日期：即日起至9月16日23:59
公佈得獎者名單：9月30日 
活動條款及細則請參閱： citibank.hk/hysa4b

仲未係Citi Plus客戶？立即去 citibank.hk/citiplus4c 開立戶口，喺2022年9月16日前成功開戶再完成上面嘅步驟就可以參加抽獎！

受條款及細則約束。
借定唔借？還得到先好借！
投資涉及風險。

 #CitiPlus  #CitiHongKong 
                    ",45        ,17        ,20221003
11,citihongkong,1 month ago,"
                        【呢個夏日🔸Citi Plus®投資Playlist全面Level Up🔸助您輕鬆開展投資大計！】

想增值財富，實現自己to-do-list上嘅唔同計劃？有Citi Plus投資Playlist在手，每一步都take care您嘅需要！Citi Plus有一系列獨家理財攻略，一步步guide住您解鎖投資技能。Citi Mobile App 仲可以兩分鐘開通三個股票市場 (港股/美股/滬深股)，買賣前後唔使將啲錢轉嚟轉去，幫您輕鬆跑贏時間！
 
即日起至9月30日，Citi Plus更全面Level Up投資獎賞，畀您喺投資路上輕輕鬆鬆玩住賺更+多💰 ！
⭐️開戶頭3個月買港股或美股 $0佣金
⭐️存入股票高達HK$10,000現金獎賞
⭐️網上開立港股及美股戶口享高達HK$500現金回贈

有Citi Plus投資Playlist喺投資路上每一步都幫您，咁方便又多功能，您用咗未？即刻上 citibank.hk/citiplus4h 發掘Citi Plus一系列驚喜獎賞！
 
受條款及細則約束。
投資涉及風險。

 #CitiPlus  #CitiHongKong 
                    ",23        ,4        ,20221003
